arrowhead, 650, 75, 20, 8, 8, 10, 00001
hcell_uniform, 150, 250, 12, 3, 3, 10, 00002
stri_uniform, 250, 187.5, 12, 4, 4, 10, 00003
stri_shift, 250, 187.5, 12, 4, 4, 10, 00004
sreg_uniform, 250, 250, 12, 3, 3, 10, 00005
sreg_shift, 125, 125, 12, 6, 6, 10, 00006
sinv_uniform, 250, 187.5, 12, 3, 3, 10, 00007
sinv_shift, 250, 187.5, 12, 3, 3, 10, 00008
